Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD478,Rumaiza,Food Grains,Organic Staples,Perambalur,7/12/2017,West,639,0.25,255.6,Tamil Nadu
OD479,Rumaiza,Food Grains,Atta & Flour,Perambalur,10/27/2017,East,1544,0.14,633.04,Tamil Nadu
OD480,Jackson,Fruits & Veggies,Organic Fruits,Nagercoil,6/26/2017,East,1223,0.12,146.76,Tamil Nadu
OD481,Ravi,Snacks,Chocolates,Krishnagiri,6/26/2017,East,1224,0.22,403.92,Tamil Nadu
OD482,Shah,Bakery,Cakes,Karur,10/6/2015,West,2157,0.25,949.08,Tamil Nadu
OD483,James,Bakery,Cakes,Dharmapuri,7/22/2015,East,673,0.1,195.17,Tamil Nadu
OD484,Sudha,Food Grains,Atta & Flour,Virudhunagar,7/22/2015,East,2092,0.23,188.28,Tamil Nadu
OD485,Vince,Snacks,Cookies,Tenkasi,6/10/2018,West,1892,0.19,491.92,Tamil Nadu
OD486,Ramesh,Snacks,Cookies,Coimbatore,6/10/2018,West,1943,0.14,777.2,Tamil Nadu
OD487,Harish,Fruits & Veggies,Organic Fruits,Coimbatore,6/10/2018,West,1968,0.14,649.44,Tamil Nadu
OD488,Sabeela,"Eggs, Meat & Fish",Mutton,Namakkal,10/29/2015,Central,1596,0.26,478.8,Tamil Nadu
OD489,Haseena,Snacks,Cookies,Ramanadhapuram,6/9/2015,Central,1637,0.3,572.95,Tamil Nadu
OD490,Vidya,Snacks,Chocolates,Ramanadhapuram,6/9/2015,Central,2232,0.1,870.48,Tamil Nadu
OD491,Amy,Bakery,Cakes,Tirunelveli,6/9/2015,Central,1917,0.22,843.48,Tamil Nadu
OD492,Yadav,Beverages,Soft Drinks,Tenkasi,9/14/2015,East,531,0.22,74.34,Tamil Nadu
OD493,Anu,Fruits & Veggies,Fresh Fruits,Ooty,9/14/2015,East,1283,0.24,526.03,Tamil Nadu
OD494,Sheeba,Beverages,Soft Drinks,Cumbum,5/9/2017,West,937,0.33,327.95,Tamil Nadu
OD495,Veronica,Beverages,Health Drinks,Pudukottai,3/18/2017,South,1373,0.17,247.14,Tamil Nadu
OD496,Ridhesh,Beverages,Soft Drinks,Krishnagiri,12/27/2016,South,1598,0.33,415.48,Tamil Nadu
OD497,Komal,Food Grains,Atta & Flour,Karur,7/25/2017,West,1398,0.26,545.22,Tamil Nadu
OD498,Hussain,Beverages,Health Drinks,Cumbum,7/25/2017,West,1070,0.24,53.5,Tamil Nadu
OD499,Vidya,Fruits & Veggies,Organic Vegetables,Virudhunagar,7/25/2017,West,1948,0.25,818.16,Tamil Nadu
OD500,Komal,"Eggs, Meat & Fish",Mutton,Kanyakumari,7/25/2017,West,702,0.28,161.46,Tamil Nadu
OD501,Veena,Beverages,Soft Drinks,Nagercoil,5/30/2017,West,1953,0.23,722.61,Tamil Nadu
OD502,Arvind,"Eggs, Meat & Fish",Fish,Ramanadhapuram,5/30/2017,West,548,0.15,115.08,Tamil Nadu
OD503,Peer,Snacks,Cookies,Bodi,5/30/2017,West,1952,0.17,624.64,Tamil Nadu
OD504,Komal,Food Grains,Dals & Pulses,Pudukottai,5/30/2017,West,1836,0.24,716.04,Tamil Nadu
OD505,Esther,Bakery,Breads & Buns,Perambalur,5/30/2017,West,2292,0.16,114.6,Tamil Nadu
OD506,Hafiz,Beverages,Health Drinks,Madurai,11/12/2018,East,2112,0.18,380.16,Tamil Nadu
OD507,Aditi,Food Grains,Rice,Karur,3/16/2016,South,2354,0.18,870.98,Tamil Nadu
OD508,Amrish,Snacks,Chocolates,Perambalur,3/16/2016,South,2061,0.31,865.62,Tamil Nadu
OD509,Kumar,Snacks,Noodles,Karur,3/16/2016,South,1791,0.31,519.39,Tamil Nadu
OD510,Vince,Oil & Masala,Edible Oil & Ghee,Coimbatore,3/16/2016,South,2009,0.31,904.05,Tamil Nadu
OD511,Haseena,Fruits & Veggies,Organic Fruits,Tenkasi,11/26/2018,Central,1850,0.29,777,Tamil Nadu
OD512,Shah,Bakery,Breads & Buns,Ramanadhapuram,11/26/2018,Central,898,0.33,80.82,Tamil Nadu
OD513,Aditi,Bakery,Breads & Buns,Nagercoil,10/20/2017,East,1070,0.28,310.3,Tamil Nadu
OD514,Arutra,Oil & Masala,Masalas,Ramanadhapuram,12/21/2018,West,606,0.29,121.2,Tamil Nadu
OD515,Verma,Beverages,Health Drinks,Ooty,12/21/2018,West,2352,0.27,564.48,Tamil Nadu
OD516,Arvind,"Eggs, Meat & Fish",Eggs,Bodi,1/22/2018,West,1381,0.24,151.91,Tamil Nadu
OD517,Sundar,"Eggs, Meat & Fish",Eggs,Chennai,1/22/2018,West,1170,0.17,257.4,Tamil Nadu
OD518,Ramesh,Snacks,Noodles,Tenkasi,1/22/2018,West,1815,0.12,272.25,Tamil Nadu
OD519,Komal,"Eggs, Meat & Fish",Eggs,Coimbatore,1/22/2018,West,595,0.21,89.25,Tamil Nadu
